"sNR","mode","MHz","rxTime","senderDXCC","flowStartSeconds","senderCallsign","senderLocator","receiverCallsign","receiverLocator","receiverAntennaInformation","senderDXCCADIF","submode"
-17,"FT8","7.075271","2025-09-25 19:24:59","Argentina",1758828299,"LU7DZ","GF05te36","LU7HBL","FF87wh73",,100,
-12,"FT8","14.074581","2025-09-25 19:29:30","Argentina",1758828570,"LU7DZ","GF11FX","LU1HCW","FF77oi","DIPOLO-20  40 ",100,
-8,"FT8","7.074946","2025-09-25 19:29:41","Argentina",1758828581,"LU7DZ","GF05te36","LU5DSM","GF05pk49",,100,
2,"FT8","7.075199","2025-09-25 19:36:56","Argentina",1758829016,"LU7DZ","GF05te36","LT9E","GF05",,100,
-1,"FT8","7.075213","2025-09-25 19:37:28","Argentina",1758829048,"LU7DZ","GF05te36","LU8EKC","GF05vp","Dipole",100,
-16,"FT8","7.075143","2025-09-25 19:38:29","Argentina",1758829109,"LU7DZ","GF05te36","LU1DZQ","GF05rq",,100,
-19,"FT8","7.075207","2025-09-25 19:38:45","Argentina",1758829125,"LU7DZ","GF05te36","LU0970133","GF05tj","End Fed ",100,
-18,"FT8","14.074583","2025-09-25 19:42:14","Argentina",1758829334,"LU7DZ","GF11FX","CX3VB","GF27wp","Yagi 3 ele",100,
-15,"FT8","7.075214","2025-09-25 19:43:59","Argentina",1758829439,"LU7DZ","GF05te36","PY2TB","GG76eo",10,100,
1,"FT8","7.075203","2025-09-25 19:46:41","Argentina",1758829601,"LU7DZ","GF05te36","LU98RCR","FF97",,100,
4,"FT8","7.075135","2025-09-25 19:47:12","Argentina",1758829632,"LU7DZ","GF05te36","LU1DSP","FF96XM",,100,
-11,"FT8","7.074944","2025-09-25 19:50:11","Argentina",1758829811,"LU7DZ","GF05te36","LU5DSM","GF05pk49",,100,
-19,"FT8","7.075198","2025-09-25 19:58:44","Argentina",1758830324,"LU7DZ","GF05te36","PY5QW","GG54fo11ki",,100,
-12,"FT8","14.074578","2025-09-25 19:59:30","Argentina",1758830370,"LU7DZ","GF11FX","LU1HCW","FF77oi","DIPOLO-20  40 ",100,
-5,"FT8","7.075213","2025-09-25 19:59:44","Argentina",1758830384,"LU7DZ","GF05te36","LW9DDW","GF05sg",,100,
-21,"FT8","14.074579","2025-09-25 20:01:44","Argentina",1758830504,"LU7DZ","GF11FX","LU1DPW","FF95mk94","ICOM IC7300+CAT ",100,
-3,"FT8","7.075269","2025-09-25 20:02:59","Argentina",1758830579,"LU7DZ","GF05te36","LU7HBL","FF87wh73",,100,
-8,"FT8","7.075140","2025-09-25 20:03:29","Argentina",1758830609,"LU7DZ","GF05te36","LU1DZQ","GF05rq",,100,
-18,"FT8","7.075203","2025-09-25 20:05:15","Argentina",1758830715,"LU7DZ","GF05te36","PP5ZX","GG43no","R-8 vertical",100,
-20,"FT8","7.075206","2025-09-25 20:06:15","Argentina",1758830775,"LU7DZ","GF05te36","LU0970133","GF05tj","End Fed ",100,
,"FT8","7.075203","2025-09-25 20:06:15","Argentina",1758830775,"LU7DZ","GF05te36","DP0GVN","IB59ui60","Horizontal Triangle 250m asl",100,
-18,"FT8","14.074656","2025-09-25 20:09:43","Argentina",1758830983,"LU7DZ","GF11FX","LW2DJM","GF12EA",,100,
-6,"FT8","7.074945","2025-09-25 20:10:11","Argentina",1758831011,"LU7DZ","GF05te36","LU5DSM","GF05pk49",,100,
-2,"FT8","7.075203","2025-09-25 20:10:13","Argentina",1758831013,"LU7DZ","GF05te36","CX3VB","GF27wp","Yagi 3 ele",100,
11,"FT8","7.075197","2025-09-25 20:12:41","Argentina",1758831161,"LU7DZ","GF05te36","LU7DUE","GF05OO",,100,
-8,"FT8","7.075198","2025-09-25 20:13:44","Argentina",1758831224,"LU7DZ","GF05te36","LU8HH","FF87fx20br","3E",100,
-19,"FT8","7.075213","2025-09-25 20:17:44","Argentina",1758831464,"LU7DZ","GF05te36","PY2TB","GG76eo",10,100,
-9,"FT8","7.075203","2025-09-25 20:18:15","Argentina",1758831495,"LU7DZ","GF05te36","CX8BIT","GF15wc","MLA-30+ | Common Mode Choke | Distill AM | HF LPF",100,
3,"FT8","7.075199","2025-09-25 20:18:26","Argentina",1758831506,"LU7DZ","GF05te36","LT9E","GF05",,100,
-20,"FT8","7.075201","2025-09-25 20:18:27","Argentina",1758831507,"LU7DZ","GF05te36","PY5QW","GG54fo11ki",,100,
-1,"FT8","7.075202","2025-09-25 20:24:41","Argentina",1758831881,"LU7DZ","GF05te36","LU98RCR","FF97QA",,100,
-19,"FT8","7.075268","2025-09-25 20:24:44","Argentina",1758831884,"LU7DZ","GF05te36","LU7HBL","FF87wh73",,100,
-13,"FT8","7.075203","2025-09-25 20:25:30","Argentina",1758831930,"LU7DZ","GF05te36","PP5ZX","GG43no","R-8 vertical",100,
-8,"FT8","7.075138","2025-09-25 20:28:14","Argentina",1758832094,"LU7DZ","GF05te36","LU1DZQ","GF05rq",,100,
-22,"FT8","14.074652","2025-09-25 20:29:43","Argentina",1758832183,"LU7DZ","GF11FX","LW2DJM","GF12EA",,100,
-15,"FT8","7.074946","2025-09-25 20:31:57","Argentina",1758832317,"LU7DZ","GF05te36","LU5DSM","GF05pk49",,100,
-18,"FT8","7.075207","2025-09-25 20:32:45","Argentina",1758832365,"LU7DZ","GF05te36","LU0970133","GF05tj","End Fed ",100,
1,"FT8","7.075207","2025-09-25 20:33:58","Argentina",1758832438,"LU7DZ","GF05te36","LU4ARU/D","FF91xd","Tx/Rx Icom IC-7300 + Expert 1.3K-FA , Ant. Cushcraft R-6000 ",100,
-16,"FT8","7.075212","2025-09-25 20:34:57","Argentina",1758832497,"LU7DZ","GF05te36","V51PJ","JG82IE","Dipole",100,
,"FT8","7.075200","2025-09-25 20:35:15","Argentina",1758832515,"LU7DZ","GF05te36","DP0GVN","IB59ui60","Horizontal Triangle 250m asl",100,
-16,"FT8","7.075203","2025-09-25 20:39:00","Argentina",1758832740,"LU7DZ","GF05te36","LU3HO/M","FF54FM","long wire",100,
17,"FT8","7.075191","2025-09-25 20:39:11","Argentina",1758832751,"LU7DZ","GF05te36","LU7DUE","GF05OO",,100,
2,"FT8","7.076203","2025-09-25 20:40:11","Argentina",1758832811,"LU7DZ","GF05te36","L59DZV","GF05PL",,100,
-3,"FT8","7.075203","2025-09-25 20:41:11","Argentina",1758832871,"LU7DZ","GF05te36","L98RCR","FF97QA",,100,
-1,"FT8","7.075204","2025-09-25 20:41:43","Argentina",1758832903,"LU7DZ","GF05te36","CX3VB","GF27wp","Direcctional Dipole",100,
-12,"FT8","7.075204","2025-09-25 20:42:12","Argentina",1758832932,"LU7DZ","GF05te36","PY5QW","GG54fo11ki",,100,
-19,"FT8","7.075213","2025-09-25 20:42:59","Argentina",1758832979,"LU7DZ","GF05te36","PY2TB","GG76eo",10,100,
-2,"FT8","7.075206","2025-09-25 20:44:13","Argentina",1758833053,"LU7DZ","GF05te36","LU4JRD","FF98sg",,100,
0,"FT8","7.075202","2025-09-25 20:44:14","Argentina",1758833054,"LU7DZ","GF05te36","LU1HLH","FF78uu00",,100,
-1,"FT8","7.075269","2025-09-25 20:45:14","Argentina",1758833114,"LU7DZ","GF05te36","LU7HBL","FF87wh73",,100,
-15,"FT8","7.075203","2025-09-25 20:46:00","Argentina",1758833160,"LU7DZ","GF05te36","PP5ZX","GG43no","R-8 vertical",100,
-16,"FT8","14.074581","2025-09-25 20:50:15","Argentina",1758833415,"LU7DZ","GF11FX","CX3VB","GF27wp","Yagi 3 ele",100,
-13,"FT8","7.074945","2025-09-25 20:51:59","Argentina",1758833519,"LU7DZ","GF05te36","LU5DSM","GF05pk49",,100,
0,"FT8","7.075198","2025-09-25 20:52:26","Argentina",1758833546,"LU7DZ","GF05te36","LT9E","GF05",,100,
-9,"FT8","7.075137","2025-09-25 20:52:59","Argentina",1758833579,"LU7DZ","GF05te36","LU1DZQ","GF05rq",,100,
-18,"FT8","14.074653","2025-09-25 20:54:43","Argentina",1758833683,"LU7DZ","GF11FX","LW2DJM","GF12EA",,100,
,"FT8","7.075203","2025-09-25 20:56:30","Argentina",1758833790,"LU7DZ","GF05te36","DP0GVN","IB59ui60","Horizontal Triangle 250m asl",100,
-18,"FT8","7.075214","2025-09-25 21:06:14","Argentina",1758834374,"LU7DZ","GF05te36","PY2TB","GG76eo",10,100,
-14,"FT8","7.075204","2025-09-25 21:06:15","Argentina",1758834375,"LU7DZ","GF05te36","PP5ZX","GG43no","R-8 vertical",100,
-21,"FT8","7.075207","2025-09-25 21:06:15","Argentina",1758834375,"LU7DZ","GF05te36","LU0970133","GF05tj","End Fed ",100,
3,"FT8","7.076203","2025-09-25 21:06:26","Argentina",1758834386,"LU7DZ","GF05te36","L59DZV","GF05PL",,100,
6,"FT8","7.075190","2025-09-25 21:06:26","Argentina",1758834386,"LU7DZ","GF05te36","LU7DUE","GF05OO",,100,
-14,"FT8","7.075204","2025-09-25 21:06:27","Argentina",1758834387,"LU7DZ","GF05te36","PY5QW","GG54fo11ki",,100,
-2,"FT8","7.075209","2025-09-25 21:06:28","Argentina",1758834388,"LU7DZ","GF05te36","LU4JRD","FF98sg",,100,
0,"FT8","7.075269","2025-09-25 21:06:29","Argentina",1758834389,"LU7DZ","GF05te36","LU7HBL","FF87wh73",,100,
-13,"FT8","14.074578","2025-09-25 21:06:30","Argentina",1758834390,"LU7DZ","GF11FX","PY3CRX","GG66rf","Mag Loop",100,
-13,"FT8","7.075297","2025-09-25 21:06:30","Argentina",1758834390,"LU7DZ","GF05te36","LU8LCI","GG00iu85",,100,
-16,"FT8","7.075203","2025-09-25 21:09:29","Argentina",1758834569,"LU7DZ","GF05te36","LU7MFB","FF57nc","Dipole",100,
-11,"FT8","7.075212","2025-09-25 21:10:57","Argentina",1758834657,"LU7DZ","GF05te36","V51PJ","JG82IE","Dipole",100,
-16,"FT8","7.075203","2025-09-25 21:13:44","Argentina",1758834824,"LU7DZ","GF05te36","PP5KS","GG52qj",,100,
-9,"FT8","7.075139","2025-09-25 21:13:44","Argentina",1758834824,"LU7DZ","GF05te36","LU1DZQ","GF05rq",,100,
-13,"FT8","14.074581","2025-09-25 21:15:01","Argentina",1758834901,"LU7DZ","GF11FX","LU1HCW","FF77oi","DIPOLO-20  40 ",100,
1,"FT8","14.074586","2025-09-25 21:15:11","Argentina",1758834911,"LU7DZ","GF11FX","PY5AMF","GG54RH",,100,
-15,"FT8","14.074583","2025-09-25 21:15:13","Argentina",1758834913,"LU7DZ","GF11FX","CX3VB","GF27wp","Yagi 3 ele",100,
-19,"FT8","14.074658","2025-09-25 21:15:14","Argentina",1758834914,"LU7DZ","GF11FX","LW2DJM","GF12EA",,100,
,"FT8","7.075203","2025-09-25 21:16:30","Argentina",1758834990,"LU7DZ","GF05te36","DP0GVN","IB59ui60","Horizontal Triangle 250m asl",100,
-15,"FT8","7.075280","2025-09-25 21:20:56","Argentina",1758835256,"LU7DZ","GF05te36","LU5DSM","GF05pk49",,100,
1,"FT8","7.075257","2025-09-25 21:20:57","Argentina",1758835257,"LU7DZ","GF05te36","LU1DSP","FF96XM",,100,
-13,"FT8","7.075203","2025-09-25 21:21:15","Argentina",1758835275,"LU7DZ","GF05te36","ZD7GB","IH74da","No antenna information",100,
-11,"FT8","7.075211","2025-09-25 21:23:29","Argentina",1758835409,"LU7DZ","GF05te36","LU5YF","FF61AC",,100,
3,"FT8","7.075204","2025-09-25 21:24:29","Argentina",1758835469,"LU7DZ","GF05te36","LU9EOB","GF05VG","G5RV",100,
-17,"FT8","7.075215","2025-09-25 21:27:59","Argentina",1758835679,"LU7DZ","GF05te36","PY2TB","GG76eo",10,100,
-12,"FT8","7.075204","2025-09-25 21:28:00","Argentina",1758835680,"LU7DZ","GF05te36","PP5ZX","GG43no","R-8 vertical",100,
-19,"FT8","7.075208","2025-09-25 21:28:00","Argentina",1758835680,"LU7DZ","GF05te36","LU0970133","GF05tj","End Fed ",100,
-5,"FT8","7.057205","2025-09-25 21:28:11","Argentina",1758835691,"LU7DZ","GF05te36","PY5AMF","GG54RH",,100,
-1,"FT8","28.075290","2025-09-25 21:28:12","Argentina",1758835692,"LU7DZ","GF05te36","LU1ASP","GF05TI",,100,
-4,"FT8","7.075272","2025-09-25 21:28:14","Argentina",1758835694,"LU7DZ","GF05te36","LU7HBL","FF87wh73",,100,
-3,"FT8","7.075211","2025-09-25 21:28:43","Argentina",1758835723,"LU7DZ","GF05te36","LU4JRD","FF98sg",,100,
-16,"FT8","7.075205","2025-09-25 21:30:44","Argentina",1758835844,"LU7DZ","GF05te36","PY5QW","GG54fo11ki",,100,
-17,"FT8","7.075203","2025-09-25 21:32:11","Argentina",1758835931,"LU7DZ","GF05te36","ZS1IS","KF15AT","27 foot ZeroFive vertical",100,
2,"FT8","7.076204","2025-09-25 21:35:26","Argentina",1758836126,"LU7DZ","GF05te36","L59DZV","GF05PL",,100,
-11,"FT8","7.075204","2025-09-25 21:35:29","Argentina",1758836129,"LU7DZ","GF05te36","CX5CDV","GF15vc",,100,
-6,"FT8","7.075140","2025-09-25 21:35:29","Argentina",1758836129,"LU7DZ","GF05te36","LU1DZQ","GF05rq",,100,
,"FT8","7.075203","2025-09-25 21:36:15","Argentina",1758836175,"LU7DZ","GF05te36","DP0GVN","IB59ui60","Horizontal Triangle 250m asl",100,
-14,"FT8","7.075203","2025-09-25 21:37:45","Argentina",1758836265,"LU7DZ","GF05te36","PT2FHC","GH64cg","T2FD",100,
-5,"FT8","7.075212","2025-09-25 21:37:57","Argentina",1758836277,"LU7DZ","GF05te36","V51PJ","JG82IE","Dipole",100,
-15,"FT8","7.075203","2025-09-25 21:38:15","Argentina",1758836295,"LU7DZ","GF05te36","DS3PIC","PM36og","WINDOM",100,
-17,"FT8","7.075203","2025-09-25 21:38:58","Argentina",1758836338,"LU7DZ","GF05te36","PY2RX","GG65ou",,100,
-9,"FT8","7.075204","2025-09-25 21:41:14","Argentina",1758836474,"LU7DZ","GF05te36","LU7MFB","FF57nc","Dipole",100,
-5,"FT8","7.075174","2025-09-25 21:43:13","Argentina",1758836593,"LU7DZ","GF05te36","LU2CHP","GF05sk",,100,
-1,"FT8","7.075204","2025-09-25 21:44:14","Argentina",1758836654,"LU7DZ","GF05te36","LU9EOB","GF05VG","G5RV",100,
-16,"FT8","14.075212","2025-09-25 21:44:43","Argentina",1758836683,"LU7DZ","GF05te36","LW4EIN","GF05pk",,100,
-11,"FT8","14.074578","2025-09-25 21:45:03","Argentina",1758836703,"LU7DZ","GF11FX","LU1HCW","FF77oi","DIPOLO-20  40 ",100,
-18,"FT8","14.074608","2025-09-25 21:45:13","Argentina",1758836713,"LU7DZ","GF11FX","PY3GE","GF37WX",,100,
-11,"FT8","14.074565","2025-09-25 21:46:41","Argentina",1758836801,"LU7DZ","GF11FX","PY2VTR","GG66QJ",,100,
-12,"FT8","7.075353","2025-09-25 21:46:45","Argentina",1758836805,"LU7DZ","GF05te36","LU2FHX","FF96ag40",,100,
-17,"FT8","7.075208","2025-09-25 21:48:30","Argentina",1758836910,"LU7DZ","GF05te36","LU0970133","GF05tj","End Fed ",100,
-3,"FT8","7.075200","2025-09-25 21:48:41","Argentina",1758836921,"LU7DZ","GF05te36","LT9E","GF05",,100,
-5,"FT8","7.075270","2025-09-25 21:48:44","Argentina",1758836924,"LU7DZ","GF05te36","LU7HBL","FF87wh73",,100,
9,"FT8","7.075193","2025-09-25 21:49:41","Argentina",1758836981,"LU7DZ","GF05te36","LU7DUE","GF05OO",,100,
-16,"FT8","7.075206","2025-09-25 21:50:13","Argentina",1758837013,"LU7DZ","GF05te36","LU6DRN","GF14fv44tt",,100,
-9,"FT8","7.075204","2025-09-25 21:51:30","Argentina",1758837090,"LU7DZ","GF05te36","PP5ZX","GG43no","R-8 vertical",100,
-15,"FT8","7.075292","2025-09-25 21:52:42","Argentina",1758837162,"LU7DZ","GF05te36","LU5DSM","GF05pk49",,100,
-9,"FT8","7.075203","2025-09-25 21:55:46","Argentina",1758837346,"LU7DZ","GF05te36","CX8BIT","GF15wc","MLA-30+ | Common Mode Choke | Distill AM | HF LPF",100,
-5,"FT8","7.076204","2025-09-25 21:55:56","Argentina",1758837356,"LU7DZ","GF05te36","L59DZV","GF05PL",,100,
-8,"FT8","7.075141","2025-09-25 21:55:59","Argentina",1758837359,"LU7DZ","GF05te36","LU1DZQ","GF05rq",,100,
-12,"FT8","7.075223","2025-09-25 21:56:02","Argentina",1758837362,"LU7DZ","GF05te36","LU4EFC","GF13dq84",,100,
,"FT8","7.075203","2025-09-25 21:56:15","Argentina",1758837375,"LU7DZ","GF05te36","DP0GVN","IB59ui60","Horizontal Triangle 250m asl",100,
-12,"FT8","7.075203","2025-09-25 21:56:45","Argentina",1758837405,"LU7DZ","GF05te36","ZD7GB","IH74da","No antenna information",100,
-19,"FT8","7.075225","2025-09-25 21:57:15","Argentina",1758837435,"LU7DZ","GF05te36","PU1XTB","GG87td","Longwire Balun 9x1",100,
-5,"FT8","7.075205","2025-09-25 21:57:28","Argentina",1758837448,"LU7DZ","GF05te36","CX3VB","GF27wp","Direcctional Dipole",100,
-12,"FT8","7.075215","2025-09-25 21:57:45","Argentina",1758837465,"LU7DZ","GF05te36","PY2TB","GG76eo",10,100,
-9,"FT8","7.075203","2025-09-25 21:58:45","Argentina",1758837525,"LU7DZ","GF05te36","LU3HO/M","FF54FM","long wire",100,
-15,"FT8","7.075204","2025-09-25 21:58:58","Argentina",1758837538,"LU7DZ","GF05te36","PY2RX","GG65ou",,100,
-9,"FT8","7.075205","2025-09-25 22:00:26","Argentina",1758837626,"LU7DZ","GF05te36","ZS1IS","KF15AT","27 foot ZeroFive vertical",100,
-2,"FT8","7.075207","2025-09-25 22:04:13","Argentina",1758837853,"LU7DZ","GF05te36","LU1EAF","GF11fw",,100,
-7,"FT8","7.075220","2025-09-25 22:05:12","Argentina",1758837912,"LU7DZ","GF05te36","PY3GE","GF37WX",,100,
-16,"FT8","7.075243","2025-09-25 22:05:13","Argentina",1758837913,"LU7DZ","GF05te36","LW2DJM","GF12EA",,100,
-3,"FT8","7.075205","2025-09-25 22:06:15","Argentina",1758837975,"LU7DZ","GF05te36","LU9EOB","GF05VG","G5RV",100,
-9,"FT8","14.075180","2025-09-25 22:07:15","Argentina",1758838035,"LU7DZ","GF05te36","LU1HB","FF78lg","Dipole",100,
-18,"FT8","7.075208","2025-09-25 22:10:15","Argentina",1758838215,"LU7DZ","GF05te36","LU0970133","GF05tj","End Fed ",100,
-17,"FT8","7.075163","2025-09-25 22:10:26","Argentina",1758838226,"LU7DZ","GF05te36","LU1WCU","FE47FX",,100,
-7,"FT8","7.075205","2025-09-25 22:10:29","Argentina",1758838229,"LU7DZ","GF05te36","LU7MFB","FF57nc","Dipole",100,
-16,"FT8","7.075214","2025-09-25 22:10:58","Argentina",1758838258,"LU7DZ","GF05te36","LU6DRN","GF14fv44tt",,100,
-11,"FT8","21.075116","2025-09-25 22:10:59","Argentina",1758838259,"LU7DZ","GF05te36","LW4DCI","GF05qi",,100,
-9,"FT8","7.075205","2025-09-25 22:11:15","Argentina",1758838275,"LU7DZ","GF05te36","PP5ZX","GG43no","R-8 vertical",100,
-14,"FT8","14.074568","2025-09-25 22:11:42","Argentina",1758838302,"LU7DZ","GF11FX","LU1VDN","FF61AB",,100,
-13,"FT8","7.075205","2025-09-25 22:11:57","Argentina",1758838317,"LU7DZ","GF05te36","PY5QW","GG54fo11ki",,100,
-10,"FT8","7.075215","2025-09-25 22:13:57","Argentina",1758838437,"LU7DZ","GF05te36","V51PJ","JG82IE","Dipole",100,
-13,"FT8","14.074575","2025-09-25 22:14:31","Argentina",1758838471,"LU7DZ","GF11FX","LU1HCW","FF77oi","DIPOLO-20  40 ",100,
-2,"FT8","7.075209","2025-09-25 22:17:43","Argentina",1758838663,"LU7DZ","GF05te36","LU4JRD","FF98sg",,100,
-10,"FT8","7.075116","2025-09-25 22:17:43","Argentina",1758838663,"LU7DZ","GF05te36","LW4DCI","GF05qi",,100,
-2,"FT8","7.075205","2025-09-25 22:17:43","Argentina",1758838663,"LU7DZ","GF05te36","CX3VB","GF27wp","Direcctional Dipole",100,
-5,"FT8","7.075142","2025-09-25 22:17:44","Argentina",1758838664,"LU7DZ","GF05te36","LU1DZQ","GF05rq",,100,
-10,"FT8","7.075216","2025-09-25 22:18:00","Argentina",1758838680,"LU7DZ","GF05te36","PY2TB","GG76eo",10,100,
-10,"FT8","7.075088","2025-09-25 22:18:12","Argentina",1758838692,"LU7DZ","GF05te36","LU5DSM","GF05pk49",,100,
-9,"FT8","7.075195","2025-09-25 22:18:41","Argentina",1758838721,"LU7DZ","GF05te36","LU1VDN","FF61AB",,100,
-16,"FT8","7.075205","2025-09-25 22:18:43","Argentina",1758838723,"LU7DZ","GF05te36","PY2RX","GG65ou",,100,
-15,"FT8","7.075210","2025-09-25 22:20:14","Argentina",1758838814,"LU7DZ","GF05te36","PU3DEM","GG40kb",,100,
,"FT8","7.075206","2025-09-25 22:24:45","Argentina",1758839085,"LU7DZ","GF05te36","DP0GVN","IB59ui60","Horizontal Triangle 250m asl",100,
-4,"FT8","7.076205","2025-09-25 22:24:56","Argentina",1758839096,"LU7DZ","GF05te36","L59DZV","GF05PL",,100,
-16,"FT8","7.075207","2025-09-25 22:24:56","Argentina",1758839096,"LU7DZ","GF05te36","CA3EVY","FF46rj88",,100,
-2,"FT8","7.075167","2025-09-25 22:24:57","Argentina",1758839097,"LU7DZ","GF05te36","LU3HBA","FF87PC","Dipole",100,
-10,"FT8","7.075244","2025-09-25 22:24:58","Argentina",1758839098,"LU7DZ","GF05te36","LW2DJM","GF12EA",,100,
-7,"FT8","7.075243","2025-09-25 22:24:59","Argentina",1758839099,"LU7DZ","GF05te36","LW2DCJ","GF05pk","FT450D, PWR 20 W, DIPOLO, VERT MULTIB, SAN MIGUEL BS AS",100,
-15,"FT8","14.074576","2025-09-25 22:25:45","Argentina",1758839145,"LU7DZ","GF11FX","PY2VTR","GG66QJ",,100,
-6,"FT8","7.075208","2025-09-25 22:25:58","Argentina",1758839158,"LU7DZ","GF05te36","LU1EAF","GF11fw",,100,
7,"FT8","7.075206","2025-09-25 22:25:59","Argentina",1758839159,"LU7DZ","GF05te36","LU9EOB","GF05VG","G5RV",100,
-11,"FT8","7.075203","2025-09-25 22:28:15","Argentina",1758839295,"LU7DZ","GF05te36","PT2FHC","GH64cg","T2FD",100,
-11,"FT8","7.075205","2025-09-25 22:28:26","Argentina",1758839306,"LU7DZ","GF05te36","ZS1IS","KF15AT","27 foot ZeroFive vertical",100,
-13,"FT8","7.075203","2025-09-25 22:29:15","Argentina",1758839355,"LU7DZ","GF05te36","ZD7GB","IH74da","No antenna information",100,
-12,"FT8","7.075206","2025-09-25 22:32:00","Argentina",1758839520,"LU7DZ","GF05te36","PP5ZX","GG43no","R-8 vertical",100,
-9,"FT8","7.075206","2025-09-25 22:32:14","Argentina",1758839534,"LU7DZ","GF05te36","LU7MFB","FF57nc","Dipole",100,
-20,"FT8","7.075209","2025-09-25 22:32:30","Argentina",1758839550,"LU7DZ","GF05te36","LU0970133","GF05tj","End Fed ",100,
-21,"FT8","7.075212","2025-09-25 22:32:30","Argentina",1758839550,"LU7DZ","GF05te36","F61695","LG79sc","Sirio GP27 1/2 lambda (11m) vertical",100,
-13,"FT8","7.075206","2025-09-25 22:33:42","Argentina",1758839622,"LU7DZ","GF05te36","PY5QW","GG54fo11ki",,100,
-2,"FT8","7.075214","2025-09-25 22:33:42","Argentina",1758839622,"LU7DZ","GF05te36","LW6DLS","GF05qf46",,100,
-14,"FT8","7.075169","2025-09-25 22:35:11","Argentina",1758839711,"LU7DZ","GF05te36","LU1WCU","FE47FX",,100,
-12,"FT8","7.075213","2025-09-25 22:35:45","Argentina",1758839745,"LU7DZ","GF05te36","LU6JAM","GF08"," ",100,
-14,"FT8","7.075217","2025-09-25 22:39:14","Argentina",1758839954,"LU7DZ","GF05te36","PY2TB","GG76eo",10,100,
-18,"FT8","7.075205","2025-09-25 22:39:28","Argentina",1758839968,"LU7DZ","GF05te36","PY2RX","GG65ou",,100,
-2,"FT8","7.075206","2025-09-25 22:39:28","Argentina",1758839968,"LU7DZ","GF05te36","CX3VB","GF27wp","Direcctional Dipole",100,
-13,"FT8","7.075142","2025-09-25 22:39:29","Argentina",1758839969,"LU7DZ","GF05te36","LU1DZQ","GF05rq",,100,
-7,"FT8","7.075223","2025-09-25 22:39:29","Argentina",1758839969,"LU7DZ","GF05te36","LW2EE","GF02kq13","DIPOLO",100,
-12,"FT8","7.075115","2025-09-25 22:39:29","Argentina",1758839969,"LU7DZ","GF05te36","LW4DCI","GF05qi",,100,
-24,"FT8","7.075204","2025-09-25 22:39:59","Argentina",1758839999,"LU7DZ","GF05te36","WP4G","FK68vi70fl","DIPOLE HALF WAVE",100,
-13,"FT8","7.075203","2025-09-25 22:40:45","Argentina",1758840045,"LU7DZ","GF05te36","TF4WD-2","ip05es","Wire antenna 32.65m ",100,
-6,"FT8","7.075215","2025-09-25 22:40:57","Argentina",1758840057,"LU7DZ","GF05te36","V51PJ","JG82IE","Dipole",100,
-4,"FT8","7.075220","2025-09-25 22:40:58","Argentina",1758840058,"LU7DZ","GF05te36","LU8EX","GF05oo18","Vert MFJ1792 - 3ele Yagi A3",100,
-20,"FT8","7.075237","2025-09-25 22:40:59","Argentina",1758840059,"LU7DZ","GF05te36","VA2WA","FN36qa",,100,
-3,"FT8","7.075201","2025-09-25 22:40:59","Argentina",1758840059,"LU7DZ","GF05te36","LU5MM","FF56SW",,100,
-13,"FT8","7.075203","2025-09-25 22:41:15","Argentina",1758840075,"LU7DZ","GF05te36","W1BW","FN54nh",,100,
-19,"FT8","7.075252","2025-09-25 22:41:15","Argentina",1758840075,"LU7DZ","GF05te36","W1SZ","FN42lu66","Trapped Dipole",100,
-16,"FT8","7.075203","2025-09-25 22:41:16","Argentina",1758840076,"LU7DZ","GF05te36","VA2GHZ","fn46ww","Mini-Whip",100,
-7,"FT8","7.075230","2025-09-25 22:42:29","Argentina",1758840149,"LU7DZ","GF05te36","LU8HH","FF87fx20br","3E",100,
-8,"FT8","7.075207","2025-09-25 22:46:41","Argentina",1758840401,"LU7DZ","GF05te36","CA3EVY","FF46rj88",,100,
-3,"FT8","7.075187","2025-09-25 22:46:42","Argentina",1758840402,"LU7DZ","GF05te36","LU3HBA","FF87PC","Dipole",100,
-2,"FT8","7.075176","2025-09-25 22:46:43","Argentina",1758840403,"LU7DZ","GF05te36","LU2CHP","GF05sk",,100,
-9,"FT8","7.075245","2025-09-25 22:46:44","Argentina",1758840404,"LU7DZ","GF05te36","LW2DJM","GF12EA",,100,
2,"FT8","7.075206","2025-09-25 22:46:44","Argentina",1758840404,"LU7DZ","GF05te36","LU9EOB","GF05VG","G5RV",100,
-12,"FT8","7.075244","2025-09-25 22:47:14","Argentina",1758840434,"LU7DZ","GF05te36","LW2DCJ","GF05pk","FT450D, PWR 20 W, DIPOLO, VERT MULTIB, SAN MIGUEL BS AS",100,
-7,"FT8","7.076058","2025-09-25 22:47:44","Argentina",1758840464,"LU7DZ","GF05te36","LW4EWC","GF05pi","FT-757GX2 / Vertical homemade",100,
,"FT8","7.075206","2025-09-25 22:49:30","Argentina",1758840570,"LU7DZ","GF05te36","DP0GVN","IB59ui60","Horizontal Triangle 250m asl",100,
-13,"FT8","7.075205","2025-09-25 22:50:44","Argentina",1758840644,"LU7DZ","GF05te36","PY1ZA","GG87jb29ib",,100,
-24,"FT8","7.075204","2025-09-25 22:51:00","Argentina",1758840660,"LU7DZ","GF05te36","AB1KW","FN43fe","T2FD",100,
